account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_charge,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay,state_freq_encoded
70,0,0,0,156.6,193.1,8.09,12.6,1,1,0,0.0168627450980392
113,0,1,20,157.8,161.5,12.22,8.7,2,5,1,0.0168627450980392
120,0,1,29,244.3,322.3,7.51,10.6,6,0,0,0.0211764705882352
39,0,0,0,157.2,247.7,9.71,9.9,9,1,0,0.0231372549019607
86,0,1,28,221.6,288.4,10.81,9.0,2,1,0,0.0250980392156862
54,0,0,0,116.8,123.1,9.79,12.0,2,1,0,0.0211764705882352
156,0,0,0,178.8,178.4,7.61,7.5,3,1,0,0.0207843137254901
163,0,1,22,215.1,138.9,6.58,12.4,2,2,0,0.0262745098039215
75,0,1,41,130.9,203.4,7.73,12.4,4,1,0,0.0180392156862745
108,0,0,0,197.4,124.0,9.2,7.7,4,2,0,0.0156862745098039
125,0,0,0,212.3,215.4,8.41,11.3,2,2,0,0.0184313725490196
148,0,1,38,209.2,116.6,4.93,16.5,4,2,0,0.0172549019607843
49,1,0,0,157.6,256.4,11.74,9.8,4,1,0,0.0211764705882352
131,0,0,0,175.1,171.9,5.9,7.3,6,1,0,0.0215686274509803
179,0,0,0,287.3,288.0,11.97,10.5,4,0,1,0.0149019607843137
116,0,0,0,152.4,191.0,6.44,11.1,9,0,0,0.0211764705882352
92,0,0,0,208.0,198.9,3.44,8.6,6,0,0,0.0172549019607843
113,0,0,0,159.8,210.1,7.88,13.1,7,2,0,0.0211764705882352
36,0,0,0,235.1,196.8,11.69,7.0,7,3,0,0.0192156862745098
95,0,0,0,190.2,157.1,8.17,14.0,6,0,0,0.0223529411764705
109,0,0,0,217.0,207.0,12.06,8.2,4,1,0,0.0176470588235294
102,0,0,0,245.4,260.3,8.78,10.5,3,3,1,0.0176470588235294
32,0,0,0,164.8,229.9,7.53,14.8,2,2,0,0.0254901960784313
107,0,0,0,103.4,189.3,10.22,14.4,3,1,0,0.0211764705882352
112,0,0,0,210.4,172.4,10.8,11.7,3,2,0,0.0227450980392156
80,0,1,22,196.4,150.3,7.93,9.3,1,0,0,0.0227450980392156
95,0,0,0,194.6,232.8,7.8,3.8,2,3,0,0.0223529411764705
121,0,0,0,103.3,129.1,7.52,10.7,3,0,0,0.0337254901960784
70,0,0,0,198.6,213.9,7.7,10.6,6,2,0,0.0211764705882352
117,0,0,0,228.3,152.6,13.94,3.7,3,3,0,0.0188235294117647
157,0,0,0,185.1,213.0,8.82,8.5,5,2,0,0.0262745098039215
133,0,0,0,176.8,187.5,8.86,6.5,3,2,0,0.0337254901960784
74,0,1,25,194.6,119.9,7.9,13.1,2,2,0,0.016078431372549
16,0,0,0,144.8,164.9,10.42,8.2,4,2,0,0.0207843137254901
74,0,0,0,102.7,149.3,8.46,11.0,5,0,0,0.0184313725490196
132,0,0,0,121.5,253.0,8.81,10.7,4,1,0,0.0262745098039215
102,0,0,0,195.7,209.1,9.05,8.3,3,1,1,0.0188235294117647
87,0,1,18,124.3,196.1,13.05,7.2,3,1,0,0.0172549019607843
107,0,0,0,204.5,162.4,6.98,13.4,1,3,0,0.0184313725490196
178,0,1,35,175.4,190.0,6.24,10.5,3,2,0,0.0207843137254901
36,1,0,0,245.0,195.5,7.46,7.8,7,1,0,0.0184313725490196
106,0,0,0,235.2,220.6,10.63,11.8,4,1,0,0.0274509803921568
121,0,0,0,134.1,195.1,7.18,10.5,2,2,0,0.0274509803921568
95,1,1,37,220.2,185.3,9.23,4.1,2,0,1,0.0211764705882352
88,0,0,0,142.2,262.4,6.26,10.1,5,1,0,0.0145098039215686
93,0,0,0,152.4,274.6,11.35,6.6,5,3,0,0.016078431372549
73,0,0,0,240.3,162.5,10.44,11.9,3,0,0,0.0337254901960784
87,0,0,0,210.7,215.6,7.67,13.2,3,1,0,0.0192156862745098
138,0,1,29,190.1,223.2,11.53,14.2,6,0,0,0.0149019607843137
92,0,1,16,184.0,76.4,8.33,12.7,3,2,0,0.0337254901960784
100,0,1,39,204.9,210.2,7.6,11.2,4,2,0,0.0176470588235294
65,1,0,0,277.9,155.8,11.56,9.2,10,0,1,0.0215686274509803
88,1,1,25,288.5,203.4,10.28,13.0,5,1,0,0.0203921568627451
34,0,0,0,210.4,205.1,10.37,12.5,2,1,0,0.0274509803921568
82,0,0,0,101.0,155.6,13.7,13.3,2,0,0,0.0231372549019607
99,0,0,0,128.8,203.9,12.72,14.1,4,2,0,0.0262745098039215
94,1,0,0,170.1,271.8,4.98,8.7,4,1,0,0.0168627450980392
78,0,0,0,290.5,158.4,11.5,8.6,6,2,1,0.0207843137254901
123,0,0,0,257.9,211.6,8.52,9.4,2,2,0,0.0227450980392156
87,0,1,28,151.4,152.4,11.25,0.0,0,1,0,0.0149019607843137
86,0,0,0,92.8,159.6,6.69,8.8,5,1,0,0.0227450980392156
169,0,0,0,240.7,141.1,5.43,7.7,2,2,0,0.0149019607843137
136,0,0,0,109.4,207.5,6.08,11.6,5,0,0,0.0223529411764705
193,0,0,0,208.1,178.0,8.82,12.4,9,3,0,0.0196078431372549
120,0,0,0,203.3,259.9,5.22,7.8,2,3,0,0.0227450980392156
76,0,0,0,90.5,211.7,8.77,9.3,2,1,0,0.0250980392156862
35,0,1,37,181.2,177.6,10.26,5.0,3,2,0,0.0207843137254901
61,0,0,0,140.8,212.5,6.38,6.4,5,4,1,0.0164705882352941
85,0,0,0,164.0,229.4,9.93,9.3,2,1,0,0.0192156862745098
171,0,0,0,270.5,230.0,6.12,9.6,5,1,1,0.0180392156862745
139,0,1,23,157.6,247.0,11.66,13.7,2,0,0,0.0274509803921568
90,0,0,0,140.2,213.9,5.4,7.1,2,1,0,0.0184313725490196
141,0,1,22,215.4,328.7,7.22,7.8,6,1,0,0.0196078431372549
19,0,1,29,142.7,129.9,7.44,10.0,4,0,0,0.0215686274509803
85,0,0,0,142.7,179.1,6.36,5.0,8,3,0,0.0192156862745098
49,1,1,32,176.9,227.0,9.2,15.1,3,3,1,0.0207843137254901
105,0,0,0,204.6,134.4,11.74,5.7,7,1,0,0.0215686274509803
160,0,0,0,171.2,243.5,8.02,13.0,3,2,0,0.0149019607843137
129,0,0,0,216.0,186.9,9.48,4.9,10,2,0,0.0133333333333333
44,0,0,0,288.8,175.9,9.69,9.5,2,0,1,0.0207843137254901
108,0,0,0,221.8,108.2,9.32,12.1,3,2,0,0.0231372549019607
136,0,0,0,259.4,172.7,13.22,10.7,6,1,1,0.0211764705882352
90,0,0,0,261.8,220.6,6.15,9.6,5,1,0,0.0231372549019607
102,0,0,0,102.6,246.0,7.67,9.1,4,2,0,0.0250980392156862
70,0,0,0,177.4,226.2,11.43,10.9,4,0,0,0.0254901960784313
109,0,0,0,153.1,234.1,14.81,9.9,9,3,0,0.0207843137254901
107,0,0,0,134.0,174.5,14.0,7.3,3,3,0,0.0211764705882352
144,1,0,0,203.5,247.6,8.74,11.9,11,0,0,0.0196078431372549
47,0,1,27,165.0,127.3,12.8,7.7,4,2,0,0.0180392156862745
122,0,0,0,145.6,284.7,10.27,12.2,5,0,0,0.0254901960784313
145,0,0,0,170.5,206.5,8.74,9.8,1,3,0,0.0184313725490196
25,0,0,0,114.4,201.1,10.73,11.6,4,3,0,0.0168627450980392
24,0,0,0,241.9,145.2,9.65,6.6,5,1,0,0.0149019607843137
109,0,0,0,170.7,240.2,5.36,11.4,4,2,0,0.0207843137254901
138,0,1,33,155.2,268.3,8.39,9.7,4,3,0,0.0207843137254901
102,0,1,29,214.7,314.3,12.61,14.3,2,0,0,0.0176470588235294
176,0,0,0,304.2,306.6,9.36,9.5,2,7,1,0.0337254901960784
127,1,0,0,143.2,179.5,7.73,6.2,4,4,1,0.0207843137254901
143,0,0,0,211.4,184.5,10.94,5.5,5,1,1,0.0180392156862745
49,0,1,20,205.9,298.4,6.39,12.3,3,4,0,0.0203921568627451
98,0,0,0,216.8,190.8,8.44,11.0,9,0,0,0.0133333333333333
81,0,0,0,203.5,289.6,9.58,8.7,3,3,0,0.0133333333333333
93,0,0,0,164.5,230.9,6.75,9.9,3,4,0,0.0172549019607843
105,0,0,0,227.4,268.5,6.45,13.0,4,1,0,0.0149019607843137
136,0,1,24,243.3,226.8,6.23,11.0,4,4,0,0.0180392156862745
57,0,0,0,140.0,174.7,11.63,13.3,4,1,0,0.0250980392156862
109,0,0,0,175.6,238.0,8.93,10.2,6,1,0,0.0168627450980392
113,0,0,0,161.1,205.3,2.71,12.2,2,2,0,0.0180392156862745
70,0,0,0,208.7,275.5,8.21,8.0,3,2,0,0.0188235294117647
61,1,0,0,78.2,195.9,4.86,10.1,6,2,0,0.0231372549019607
91,0,0,0,203.1,210.1,8.8,12.0,3,3,0,0.0176470588235294
148,0,0,0,216.2,185.7,13.5,10.0,5,2,0,0.0176470588235294
150,0,1,29,235.8,202.8,11.08,11.9,4,1,0,0.0274509803921568
149,0,0,0,187.6,201.4,11.89,8.8,1,1,0,0.0207843137254901
144,0,0,0,201.1,303.5,10.08,13.2,2,1,0,0.0337254901960784
32,0,1,31,232.8,183.5,9.31,13.0,2,0,0,0.0207843137254901
77,0,0,0,163.0,219.1,10.5,6.7,3,2,0,0.0223529411764705
130,0,0,0,162.0,278.1,8.89,9.1,4,1,0,0.0215686274509803
124,0,0,0,133.2,144.2,11.75,12.0,3,3,1,0.0188235294117647
113,0,0,0,272.1,268.5,9.62,8.5,10,1,1,0.0215686274509803
82,0,0,0,329.8,208.3,12.02,10.6,6,0,1,0.0207843137254901
151,0,1,27,154.4,210.6,7.56,7.8,3,3,0,0.0172549019607843
98,0,0,0,288.1,137.9,9.29,0.0,0,0,0,0.0176470588235294
110,0,0,0,175.6,236.5,8.77,9.5,8,0,0,0.0207843137254901
124,0,0,0,244.6,125.1,13.65,12.0,5,0,0,0.0207843137254901
32,0,0,0,171.2,185.6,9.15,10.2,7,1,0,0.0262745098039215
73,0,0,0,184.7,161.3,6.7,11.3,4,2,0,0.0207843137254901
134,0,1,34,247.2,225.5,8.38,6.1,5,2,1,0.0211764705882352
116,0,0,0,197.9,168.1,10.79,12.0,6,1,0,0.0262745098039215
126,0,1,42,247.8,159.1,9.08,10.6,3,2,0,0.0180392156862745
119,0,0,0,294.2,232.5,8.78,9.0,1,0,1,0.0211764705882352
131,0,1,25,192.7,225.9,11.44,10.9,6,2,0,0.0223529411764705
131,0,1,24,135.9,233.2,9.48,9.4,4,1,0,0.0211764705882352
107,0,0,0,86.8,108.1,9.19,13.2,3,1,0,0.0223529411764705
41,0,0,0,102.9,107.9,12.49,11.0,4,6,1,0.0207843137254901
112,0,1,16,221.6,130.2,9.0,11.3,3,1,0,0.0172549019607843
111,0,0,0,304.6,157.6,8.47,12.4,1,1,1,0.0176470588235294
93,0,0,0,151.4,186.4,7.76,10.9,3,0,0,0.0176470588235294
106,0,0,0,128.6,134.0,9.48,11.4,2,0,0,0.0176470588235294
40,0,0,0,169.7,141.4,11.39,10.5,3,4,1,0.0133333333333333
152,0,0,0,161.4,163.6,6.89,11.8,5,1,0,0.0180392156862745
52,0,1,20,133.3,184.1,12.28,13.5,2,1,0,0.0145098039215686
62,0,0,0,116.5,186.1,8.13,16.1,2,3,0,0.0262745098039215
142,1,0,0,140.8,228.6,6.88,10.9,7,1,0,0.0250980392156862
1,0,0,0,144.8,112.5,9.84,13.8,3,1,0,0.0215686274509803
85,0,0,0,195.7,182.9,14.61,8.6,9,0,0,0.0086274509803921
109,1,0,0,209.1,205.0,5.37,7.8,3,2,0,0.0184313725490196
122,0,0,0,93.3,214.4,7.95,12.1,2,0,0,0.0172549019607843
112,0,0,0,185.4,191.4,6.48,10.0,11,2,0,0.0188235294117647
129,0,0,0,161.3,220.6,10.11,9.6,3,1,0,0.0176470588235294
155,0,1,30,61.6,255.1,10.17,12.4,5,1,0,0.0207843137254901
115,0,0,0,178.7,271.0,11.07,16.4,5,2,0,0.0172549019607843
178,0,0,0,225.4,110.7,6.03,15.3,5,2,1,0.0262745098039215
145,0,1,31,216.0,225.1,10.56,10.7,1,2,0,0.0337254901960784
149,0,1,20,264.4,219.6,9.02,11.3,3,2,0,0.0223529411764705
102,0,1,27,109.8,207.3,10.66,10.3,7,0,0,0.0184313725490196
79,0,0,0,205.7,214.5,10.17,6.7,18,1,0,0.0192156862745098
52,0,1,31,122.2,139.0,6.39,5.7,10,3,0,0.0184313725490196
115,0,0,0,254.8,153.5,9.79,9.0,4,1,0,0.0168627450980392
114,0,1,4,141.3,230.4,10.07,9.4,3,3,0,0.0156862745098039
186,0,1,26,74.3,177.3,13.33,14.5,3,2,0,0.0262745098039215
90,0,0,0,203.4,226.7,6.86,7.3,4,1,0,0.0176470588235294
55,0,1,33,141.0,250.9,12.81,11.7,3,0,0,0.0203921568627451
122,0,0,0,215.6,167.8,9.32,6.4,8,3,0,0.0184313725490196
49,0,0,0,266.3,207.8,9.23,14.0,2,2,1,0.0231372549019607
132,0,0,0,81.1,245.2,10.67,10.3,2,0,0,0.0274509803921568
83,0,0,0,195.0,210.5,8.13,11.0,13,0,0,0.0188235294117647
152,0,0,0,184.2,256.8,9.61,14.7,2,3,1,0.0337254901960784
102,0,1,31,125.3,141.2,7.57,6.3,2,3,0,0.0215686274509803
75,0,1,37,121.5,271.4,11.19,11.3,5,2,0,0.0196078431372549
128,0,0,0,221.0,219.0,10.32,8.6,5,3,0,0.0149019607843137
80,0,0,0,118.1,144.3,10.13,8.2,6,1,0,0.0211764705882352
169,0,0,0,179.2,175.2,10.29,9.9,6,2,0,0.0149019607843137
116,0,0,0,217.3,216.1,6.66,11.3,3,2,0,0.0215686274509803
73,0,0,0,177.9,131.2,8.38,11.5,6,3,0,0.0337254901960784
112,0,1,23,286.6,315.3,8.73,10.3,6,1,0,0.0254901960784313
142,0,0,0,204.2,188.9,10.4,6.5,6,1,0,0.0156862745098039
109,0,0,0,200.1,300.9,10.62,11.9,5,0,0,0.0149019607843137
114,0,1,23,186.2,258.3,8.28,7.8,6,0,0,0.0192156862745098
115,0,0,0,139.3,192.3,6.8,9.3,3,7,1,0.0207843137254901
136,0,1,19,174.0,217.2,9.91,11.4,3,1,0,0.0184313725490196
148,0,1,26,158.7,160.5,9.82,9.9,3,1,0,0.0203921568627451
110,0,0,0,18.9,258.4,4.93,14.8,4,1,0,0.0250980392156862
43,0,1,36,93.1,246.1,4.27,8.7,8,1,0,0.0231372549019607
118,0,0,0,103.6,82.0,7.63,6.6,6,0,0,0.0188235294117647
111,0,0,0,224.9,191.9,10.35,10.3,3,0,0,0.0184313725490196
84,0,0,0,226.9,201.6,5.86,13.2,5,2,0,0.0192156862745098
126,0,0,0,226.2,140.3,9.4,6.4,2,0,0,0.0215686274509803
41,0,1,22,213.8,141.8,6.4,7.2,3,0,0,0.0227450980392156
101,0,0,0,131.0,237.7,12.66,12.6,4,3,0,0.0176470588235294
74,0,0,0,157.1,213.1,12.62,7.6,3,2,0,0.0211764705882352
86,0,1,23,225.5,246.3,11.06,9.8,2,0,0,0.0192156862745098
94,0,0,0,207.0,167.4,10.72,2.6,6,1,0,0.0262745098039215
75,0,1,39,198.2,280.4,5.83,11.3,7,1,0,0.0168627450980392
70,0,1,30,143.4,170.0,5.76,9.4,4,3,0,0.0337254901960784
153,0,0,0,202.2,158.9,5.01,8.6,4,2,0,0.0211764705882352
125,0,0,0,168.6,175.6,10.95,10.9,7,0,0,0.0176470588235294
71,0,1,49,174.0,168.6,5.94,7.8,4,1,0,0.0274509803921568
79,0,0,0,213.4,176.2,8.1,7.9,4,0,0,0.0168627450980392
152,0,1,20,214.6,96.6,7.68,7.9,5,1,0,0.0215686274509803
153,0,1,31,218.5,134.2,5.35,9.4,6,0,0,0.0192156862745098
122,0,0,0,184.6,148.8,13.94,14.3,2,3,0,0.0176470588235294
148,1,0,0,218.9,208.0,9.15,11.1,4,0,0,0.0149019607843137
89,0,0,0,89.7,179.8,6.56,9.5,4,2,0,0.0231372549019607
95,0,0,0,156.6,247.6,8.65,12.3,5,3,0,0.0211764705882352
85,0,1,21,219.3,218.2,12.04,15.7,2,2,0,0.0227450980392156
144,0,0,0,61.6,77.1,7.79,8.2,7,4,1,0.0254901960784313
120,0,0,0,198.8,230.1,5.39,9.9,3,2,0,0.0188235294117647
129,0,1,23,210.7,137.4,11.17,7.9,6,2,0,0.0227450980392156
61,0,0,0,197.3,264.5,9.47,9.0,6,1,0,0.0262745098039215
160,0,0,0,166.8,236.0,13.84,9.3,1,1,0,0.0215686274509803
153,0,0,0,159.5,275.5,7.95,10.1,2,1,1,0.0211764705882352
136,0,0,0,152.6,208.9,5.36,5.0,10,1,0,0.0180392156862745
81,0,1,28,167.9,190.7,8.69,9.2,6,4,1,0.0176470588235294
102,0,0,0,273.2,211.1,9.17,13.1,7,2,1,0.0211764705882352
108,0,1,48,185.6,224.6,12.81,6.9,3,1,0,0.0188235294117647
120,0,0,0,158.0,197.0,6.97,10.0,5,1,0,0.0192156862745098
144,1,1,35,174.8,219.6,11.51,12.8,3,0,0,0.0211764705882352
101,0,0,0,253.2,237.9,6.94,9.7,7,4,0,0.0149019607843137
75,0,1,17,200.7,212.5,9.18,12.9,3,4,0,0.0203921568627451
128,0,0,0,147.7,283.3,8.47,6.9,5,2,0,0.0164705882352941
137,1,0,0,135.1,134.1,10.04,12.3,2,2,1,0.0176470588235294
80,0,0,0,197.6,164.5,4.23,6.4,6,1,0,0.0207843137254901
165,0,0,0,207.7,164.8,2.45,7.9,3,0,0,0.0184313725490196
110,0,0,0,242.5,162.3,8.28,7.8,3,4,0,0.0176470588235294
142,0,1,30,154.0,165.8,12.15,10.8,5,1,0,0.0149019607843137
1,0,1,26,208.0,185.0,8.0,8.1,9,1,0,0.0133333333333333
36,0,0,0,117.1,235.4,9.96,9.0,2,0,0,0.0133333333333333
128,0,0,0,216.0,153.7,10.22,12.7,4,1,0,0.0274509803921568
90,0,0,0,179.2,210.7,12.46,9.2,6,2,0,0.0196078431372549
78,0,0,0,103.5,117.9,9.05,12.0,3,4,1,0.0231372549019607
138,0,1,28,151.0,269.5,8.07,8.9,9,0,0,0.0211764705882352
125,0,0,0,203.4,128.7,8.57,11.0,4,1,0,0.0227450980392156
92,0,1,21,227.8,156.4,11.69,12.4,3,0,0,0.0215686274509803
152,0,0,0,206.3,292.8,1.97,10.6,4,1,0,0.0133333333333333
77,0,0,0,245.2,254.1,10.77,7.5,4,0,1,0.0211764705882352
111,0,0,0,162.1,217.6,11.88,7.7,1,0,0,0.0184313725490196
57,1,1,30,234.5,195.2,12.1,11.4,4,2,0,0.0172549019607843
147,0,0,0,130.6,208.1,9.21,15.6,3,3,0,0.0250980392156862
91,0,0,0,289.3,179.8,8.4,6.4,7,1,1,0.0203921568627451
64,0,0,0,113.8,192.3,9.67,10.4,1,3,0,0.0203921568627451
135,1,1,24,127.7,215.0,10.54,5.8,4,2,0,0.0192156862745098
138,0,0,0,171.4,115.2,10.1,17.0,4,3,0,0.0176470588235294
73,0,0,0,214.2,196.8,7.11,5.9,8,0,0,0.0211764705882352
89,0,0,0,208.4,189.5,11.9,16.8,1,0,1,0.0168627450980392
125,1,0,0,298.4,270.5,4.83,12.2,2,0,1,0.0184313725490196
85,0,0,0,187.0,163.6,9.55,7.9,2,2,0,0.0188235294117647
113,0,0,0,150.1,200.1,12.0,11.0,3,2,0,0.0207843137254901
140,0,0,0,159.1,269.8,9.92,10.3,4,1,0,0.0188235294117647
143,0,0,0,191.6,104.6,8.81,10.7,9,3,0,0.0250980392156862
155,0,0,0,223.8,233.4,9.07,8.8,8,1,0,0.0215686274509803
119,0,0,0,222.8,163.2,7.23,11.2,6,1,0,0.0168627450980392
137,0,0,0,151.8,229.6,7.73,10.8,5,2,0,0.0164705882352941
116,0,1,27,204.7,209.4,9.58,7.0,2,2,0,0.0207843137254901
88,0,0,0,294.3,172.1,7.98,5.8,7,2,1,0.0274509803921568
57,0,0,0,202.0,168.9,10.43,3.4,4,1,0,0.0231372549019607
97,0,1,28,202.3,69.2,11.59,6.7,3,1,0,0.0176470588235294
139,1,1,31,203.5,200.3,9.63,13.4,6,1,1,0.0227450980392156
155,1,0,0,176.1,244.5,8.55,11.2,1,2,1,0.0196078431372549
91,0,1,39,160.8,119.3,6.66,10.3,3,3,0,0.0223529411764705
132,0,0,0,197.8,133.9,7.98,10.9,3,4,1,0.0184313725490196
99,0,0,0,145.6,230.9,8.17,11.4,7,1,0,0.0254901960784313
117,1,0,0,198.4,249.5,7.33,10.5,5,1,0,0.0337254901960784
91,0,1,34,175.3,262.3,6.48,5.6,11,1,0,0.0231372549019607
147,0,0,0,205.3,166.7,10.83,7.8,4,1,0,0.0192156862745098
48,0,1,34,198.0,273.7,9.81,7.6,4,1,0,0.0337254901960784
105,0,1,21,147.0,197.3,12.03,8.7,3,2,0,0.0215686274509803
25,0,0,0,195.2,193.4,10.43,12.2,4,2,0,0.0156862745098039
161,0,0,0,196.6,170.2,8.74,12.5,3,1,0,0.0211764705882352
134,0,0,0,183.8,123.5,7.23,6.1,2,1,0,0.0188235294117647
13,0,0,0,220.4,211.2,11.67,13.6,8,2,0,0.0215686274509803
139,1,0,0,161.5,192.9,7.57,11.2,13,0,0,0.0274509803921568
64,1,0,0,146.7,148.3,10.74,12.5,3,3,0,0.0168627450980392
130,0,1,22,173.9,234.8,5.48,8.4,5,1,0,0.0196078431372549
118,0,0,0,267.8,316.4,9.39,14.4,11,5,1,0.0207843137254901
39,0,0,0,60.4,306.2,5.58,12.4,3,1,0,0.0215686274509803
107,0,0,0,212.1,150.1,9.89,7.7,2,3,0,0.0211764705882352
48,0,0,0,190.4,317.5,6.0,8.3,4,2,0,0.0211764705882352
53,0,0,0,100.2,213.8,13.49,7.7,4,3,0,0.0168627450980392
77,1,1,44,103.2,236.3,9.16,11.9,2,0,1,0.0184313725490196
65,0,0,0,158.3,168.3,6.3,6.6,6,2,0,0.0215686274509803
77,0,0,0,144.9,151.3,11.36,12.3,3,2,0,0.0274509803921568
65,0,1,31,282.3,152.0,10.15,12.0,4,1,0,0.0145098039215686
64,0,0,0,297.8,196.0,9.62,12.0,2,1,1,0.0223529411764705
111,0,0,0,172.8,183.1,7.15,7.9,3,4,1,0.0137254901960784
105,0,0,0,132.3,144.5,8.8,5.4,3,0,0,0.0180392156862745
1,0,0,0,241.5,195.2,9.07,14.1,3,3,0,0.0192156862745098
148,0,0,0,86.3,246.6,11.32,11.3,4,1,0,0.0211764705882352
62,0,1,42,137.3,184.2,10.41,10.2,3,0,0,0.0196078431372549
78,0,0,0,220.0,179.9,8.47,11.5,5,0,0,0.0262745098039215
85,0,0,0,210.3,195.8,9.97,11.2,7,1,0,0.0223529411764705
135,1,1,41,173.1,203.9,5.5,14.6,15,0,1,0.0168627450980392
42,0,0,0,184.5,200.5,12.56,8.8,3,2,0,0.0149019607843137
95,0,1,27,190.8,177.5,10.23,5.9,1,2,0,0.0207843137254901
50,0,1,40,235.7,223.0,13.39,9.9,5,2,0,0.0149019607843137
86,0,0,0,166.2,255.3,10.26,5.4,7,1,0,0.0203921568627451
125,0,0,0,233.3,209.8,9.48,9.1,4,1,0,0.0254901960784313
72,0,0,0,138.9,211.6,8.08,10.8,3,1,0,0.0207843137254901
74,0,1,33,193.7,246.1,6.21,14.6,3,2,0,0.0262745098039215
66,0,1,29,229.4,257.4,10.42,8.0,1,2,0,0.0211764705882352
121,1,1,44,254.1,180.2,8.83,8.7,4,3,0,0.0215686274509803
44,0,0,0,228.1,276.5,12.59,9.9,5,2,1,0.0337254901960784
119,0,0,0,231.5,266.9,9.49,7.4,10,1,0,0.0192156862745098
98,0,0,0,169.9,138.3,6.42,8.5,7,1,0,0.0172549019607843
65,1,0,0,54.8,239.8,9.65,13.4,5,1,1,0.0211764705882352
146,0,0,0,206.3,148.6,7.52,6.1,3,1,0,0.0207843137254901
21,0,0,0,223.2,216.5,9.66,12.4,2,1,0,0.0274509803921568
93,0,0,0,131.9,203.8,9.25,6.8,3,1,0,0.0207843137254901
136,0,0,0,92.4,219.0,9.57,12.9,4,2,0,0.0149019607843137
157,0,0,0,168.6,205.1,7.91,5.9,2,3,0,0.0215686274509803
94,0,0,0,157.9,155.0,8.53,8.0,5,4,1,0.0203921568627451
70,0,0,0,59.5,257.2,9.37,11.1,6,0,0,0.0227450980392156
158,0,0,0,98.2,198.3,11.07,13.0,5,2,0,0.0145098039215686
107,0,1,27,283.4,224.1,10.86,14.4,7,2,0,0.0274509803921568
64,0,1,37,154.6,83.4,7.47,13.3,3,1,0,0.0156862745098039
93,1,0,0,131.4,219.7,7.01,11.1,2,1,1,0.0168627450980392
43,0,1,39,198.5,163.1,9.55,10.8,2,1,0,0.0156862745098039
86,0,1,29,225.4,187.1,12.65,12.9,3,1,0,0.0207843137254901
94,0,0,0,181.5,199.9,12.95,6.6,5,1,0,0.0262745098039215
120,0,0,0,177.2,270.4,10.42,14.0,2,2,0,0.0192156862745098
136,1,1,33,203.9,187.6,4.58,10.5,6,3,0,0.0137254901960784
70,0,0,0,147.1,200.0,10.57,12.5,9,3,0,0.0215686274509803
149,0,1,28,180.7,187.8,11.95,12.6,3,3,0,0.0145098039215686
104,0,1,23,280.2,220.5,6.16,13.3,3,4,0,0.0274509803921568
122,0,0,0,128.3,237.7,7.5,11.2,5,1,0,0.0215686274509803
171,0,0,0,137.5,198.1,13.17,13.3,5,2,0,0.0254901960784313
133,0,0,0,201.7,169.4,12.88,6.0,4,0,0,0.0176470588235294
66,0,1,16,174.7,232.1,13.74,8.9,2,1,0,0.0211764705882352
93,0,0,0,271.1,237.4,6.54,8.4,6,1,1,0.0211764705882352
148,0,1,33,241.7,165.8,7.23,11.3,3,1,0,0.0188235294117647
115,0,0,0,182.1,231.1,11.08,15.0,2,0,0,0.0215686274509803
100,0,0,0,200.7,290.8,8.4,10.2,9,1,0,0.0274509803921568
172,0,0,0,287.1,178.4,6.89,14.4,2,3,1,0.0168627450980392
112,0,0,0,105.3,187.2,9.29,11.1,2,4,1,0.0086274509803921
62,1,0,0,159.7,197.5,5.47,13.9,6,0,1,0.0215686274509803
57,0,0,0,221.1,236.7,11.35,9.5,1,0,0,0.0188235294117647
92,0,0,0,265.6,180.7,9.5,8.6,2,1,0,0.0254901960784313
151,0,0,0,194.8,292.7,10.11,5.5,3,0,0,0.0231372549019607
162,0,0,0,220.6,155.2,8.4,10.5,11,1,0,0.0215686274509803
124,0,0,0,157.5,130.7,8.7,9.6,4,3,0,0.0262745098039215
56,0,0,0,137.2,165.9,8.2,14.3,4,1,0,0.0149019607843137
156,0,0,0,150.5,152.9,9.72,3.5,3,1,0,0.0184313725490196
101,0,1,23,262.2,157.0,5.81,7.3,14,1,0,0.0184313725490196
105,1,0,0,273.9,278.6,11.49,10.9,7,1,1,0.0192156862745098
174,0,0,0,239.2,188.5,4.75,8.8,3,1,0,0.0207843137254901
96,0,0,0,144.0,224.7,10.25,10.0,7,1,0,0.0262745098039215
105,1,1,28,156.1,107.1,7.55,14.7,3,0,1,0.0207843137254901
140,0,0,0,112.8,156.7,11.23,16.3,6,0,0,0.0156862745098039
146,1,0,0,133.0,262.8,9.64,11.2,3,1,0,0.0137254901960784
98,0,0,0,307.2,138.6,17.17,10.2,4,2,1,0.0145098039215686
122,0,0,0,190.0,141.5,9.76,15.9,3,3,0,0.0211764705882352
70,0,1,24,249.5,259.7,10.02,9.8,4,1,0,0.0172549019607843
194,0,0,0,258.3,306.0,10.88,13.6,4,1,1,0.0211764705882352
88,0,0,0,264.8,245.4,7.22,14.8,2,1,1,0.0215686274509803
180,0,0,0,224.9,250.0,9.72,6.7,5,3,1,0.0192156862745098
74,0,0,0,136.7,228.6,11.94,9.8,4,0,0,0.0207843137254901
